id|creationDate|locationIP|browserUsed|content|length
824633724474|2012-02-22T04:08:04.959+0000|101.96.12.162|Firefox|right|5
824633724475|2012-02-21T15:38:15.512+0000|49.213.50.238|Firefox|About David Cameron,  In the 2010 general election held oAbout From Me to You, e of the very last songs to be crediAbout Orchestra of Wolves,  at the Rude Bois). Before the reco|177
755914247741|2011-12-20T12:17:31.499+0000|49.12.225.25|Chrome|About Edgar Prado, til 200About George Gershwin, n to coAbout Henry Ford,  publisAbout|86
755914247742|2011-12-20T15:27:54.464+0000|31.185.10.92|Internet Explorer|thx|3
755914247743|2011-12-20T01:15:36.696+0000|31.185.10.92|Internet Explorer|yes|3
755914247744|2011-12-21T00:58:18.760+0000|31.185.10.92|Internet Explorer|About Edgar Prado, akes twAbout Robert Burns,  syntheAbout Thomas Edison, nerati|80
755914247745|2011-12-20T13:34:26.205+0000|196.29.42.107|Firefox|duh|3
755914247746|2011-12-21T00:58:41.058+0000|31.24.100.159|Firefox|roflol|6
755914247747|2011-12-21T09:19:56.046+0000|101.96.12.162|Firefox|yes|3
755914247748|2011-12-20T06:17:56.619+0000|180.222.139.188|Internet Explorer|About Augustine of Hippo, alvinists, About Isaac Newton, be one of tAbout Lyndon B. Johnson, w and orderAbout Henry Ford, w decades pA|134
755914247749|2011-12-20T06:53:17.929+0000|31.209.179.5|Firefox|About Augustine of Hippo, luencedAbout Wilhelm II, German Emperor, ussia, About Dant|84
755914247752|2011-12-20T22:41:23.156+0000|114.198.185.178|Firefox|cool|4
755914247753|2011-12-20T17:50:27.662+0000|103.1.6.79|Internet Explorer|good|4
755914247754|2011-12-21T00:05:16.342+0000|25.1.237.207|Internet Explorer|LOL|3
755914247755|2011-12-21T02:54:00.175+0000|101.96.12.162|Firefox|maybe|5
824633724493|2012-02-21T20:46:13.426+0000|31.24.100.159|Firefox|no way!|7
824633724494|2012-02-21T23:18:53.581+0000|31.170.121.115|Internet Explorer|About Michel Foucault, n of ideas. He held aAbout Paradorn Srichaphan, ) is a retired profesAbout Heartb|104
824633724495|2012-02-21T23:37:16.386+0000|27.116.33.147|Safari|fine|4
824633724496|2012-02-21T23:19:54.914+0000|31.41.169.140|Chrome|cool|4
824633724497|2012-02-22T00:17:17.547+0000|31.209.179.5|Firefox|good|4
824633724498|2012-02-22T03:15:55.125+0000|101.96.12.162|Firefox|About Paradorn Srichaphan, Thailand. HAbout George Michael, ered seven About|76
824633724499|2012-02-21T21:18:16.637+0000|49.213.50.238|Firefox|no way!|7
824633724500|2012-02-22T09:51:31.832+0000|196.29.42.107|Firefox|cool|4
824633724501|2012-02-22T18:38:25.371+0000|103.1.6.79|Internet Explorer|About Franz Schubert, ugh he dieAbout Pope Pius IX,  was beatiAbout Paradorn Srichaph|85
824633724502|2012-02-21T21:09:42.426+0000|31.209.179.5|Firefox|About Jefferson Davis, ca; he was electeAbout The Essential Bruce Springsteen, il|81
824633724503|2012-02-22T13:23:35.885+0000|27.35.111.48|Chrome|About Paradorn Srichaphan, chaphan (Thai:About Justin Timberlake, s (2006), debuAb|82
824633724504|2012-02-21T20:40:22.614+0000|31.182.127.125|Internet Explorer|good|4
755914247770|2011-12-20T02:15:13.908+0000|46.18.61.189|Opera|About Aq Qoyunlu, uz Turkic tribal federation that ruled parts of present-day Eastern|85
824633724508|2012-02-21T23:57:40.184+0000|31.170.121.115|Internet Explorer|no way!|7
824633724509|2012-02-21T17:32:43.541+0000|189.217.209.55|Internet Explorer|right|5
824633724511|2012-02-21T12:27:38.803+0000|49.12.225.25|Chrome|LOL|3
824633724512|2012-02-21T17:53:42.963+0000|31.182.127.125|Internet Explorer|About Todd Woodbridge, oodforde aAbout Paradorn Srichaphan, ; born 14 About Charles |84
824633724513|2012-02-21T18:46:11.939+0000|31.41.169.140|Chrome|maybe|5
824633724514|2012-02-21T18:10:10.039+0000|31.192.109.124|Internet Explorer|great|5
824633724516|2012-02-22T02:23:34.001+0000|31.41.169.140|Chrome|great|5
824633724517|2012-02-22T16:59:00.755+0000|31.24.100.159|Firefox|About Paradorn Srichaphan,  June 1979) iAbout John Locke, y are reflectAbout |77
824633724518|2012-02-23T06:43:12.611+0000|49.12.225.25|Chrome|About Paradorn Srichaphan,  1979) is a retirAbout John Locke, social contract tAbout Alexander Hamilton, lect Jefferson asAbout Ta|130
824633724519|2012-02-24T01:01:12.124+0000|101.50.94.220|Firefox|no way!|7
824633724520|2012-02-22T04:11:40.320+0000|114.198.185.178|Firefox|About Calvin Coolidge, ion as a smalAbout Alicia Keys,  additional fAbout Up|76
824633724521|2012-02-22T02:05:01.098+0000|46.18.61.189|Opera|About George II of Great Britain, orishness. SinAbout Nicolas Cage,  60 Seconds (2|82
824633724522|2012-02-22T20:09:41.945+0000|49.12.225.25|Chrome|About George II of Great Britain, er), led by JAbout Gaetano Donizetti, from 1840). AAb|87
824633724523|2012-02-22T17:16:54.690+0000|31.192.109.124|Internet Explorer|right|5
824633724524|2012-02-23T00:30:31.007+0000|114.198.185.178|Firefox|maybe|5
824633724525|2012-02-23T08:34:16.147+0000|31.182.127.125|Internet Explorer|About Ricky Martin,  granted SpaAbout Alexander Hamilton, ank of the UAbout Ta|78
824633724526|2012-02-22T18:19:40.354+0000|31.185.10.92|Internet Explorer|no|2
824633724527|2012-02-22T03:09:50.449+0000|31.170.121.115|Internet Explorer|About George II of Great Britain, uccession, GAbout Isaac Newton,  due, indepeAbo|81
824633724528|2012-02-23T07:01:47.331+0000|101.50.94.220|Firefox|About Nicolas Sarkozy, the governmeAbout Raphael,  were translAbout Paradorn Srichaphan,|88
824633724529|2012-02-23T16:17:26.911+0000|49.213.50.238|Firefox|yes|3
824633724530|2012-02-23T18:09:21.351+0000|27.35.111.48|Chrome|About Hermann Göring, s injuriesAbout Juan Carlos I of Spain, ain from dAbout Parador|85
824633724532|2012-02-20T10:12:34.497+0000|31.209.179.5|Firefox|About Jules Verne,  the Center oAbout Paradorn Srichaphan, 979) is a retAbo|75
824633724533|2012-02-20T14:16:12.922+0000|49.12.225.25|Chrome|yes|3
824633724534|2012-02-20T08:11:48.501+0000|27.116.33.147|Safari|no way!|7
824633724535|2012-02-20T10:22:33.153+0000|46.18.61.189|Opera|maybe|5
824633724536|2012-02-20T04:19:18.207+0000|49.213.50.238|Firefox|About Muhammad Ali Jinnah, om the British Empire.About Dalai Lama,  or Yellow Hat branch About The Joshua T|107
824633724537|2012-02-20T04:42:57.169+0000|196.29.42.107|Firefox|About Luciano Pavarotti, wards, also on SutAbout Paradorn Srichaphan, 1979) is a retir|86
824633724538|2012-02-20T20:54:37.379+0000|27.35.111.48|Chrome|About Paul the Apostle, . Paul's conversioAbout Elizabeth I of England, we, and for the s|89
755914247804|2011-12-19T16:28:19.395+0000|49.213.50.238|Firefox|cool|4
755914247805|2011-12-19T14:55:29.941+0000|31.170.121.115|Internet Explorer|About Edgar Prado, ad not won a BreeAbout Oscar Wilde, st and trial for About Jerse|83
755914247806|2011-12-20T10:42:07.178+0000|103.1.6.79|Internet Explorer|About Edgar Prado, d States have achieved this recAbout Debravation, nding a successful pa|90
755914247807|2011-12-19T17:27:37.539+0000|49.12.225.25|Chrome|great|5
755914247808|2011-12-20T12:06:18.033+0000|27.116.33.147|Safari|About Edgar Prado, e achieved this recAbout Debravation, bum was the dance |75
755914247809|2011-12-21T00:21:51.331+0000|189.217.209.55|Internet Explorer|LOL|3
755914247810|2011-12-19T20:24:50.159+0000|103.1.6.79|Internet Explorer|Rudyard Kipling's WorksAbout Muhammad Ali Jinnah, e the 1916 LucknoAbout Edgar P|80
755914247811|2011-12-19T23:24:04.137+0000|196.29.42.107|Firefox|thanks|6
755914247812|2011-12-20T15:51:14.998+0000|31.41.169.140|Chrome|great|5
755914247813|2011-12-20T15:25:33.584+0000|27.116.33.147|Safari|roflol|6
755914247814|2011-12-20T19:05:01.608+0000|27.116.33.147|Safari|maybe|5
755914247815|2011-12-20T12:06:31.465+0000|27.35.111.48|Chrome|no|2
755914247816|2011-12-20T17:52:27.967+0000|103.1.6.79|Internet Explorer|roflol|6
755914247818|2011-12-20T04:23:46.095+0000|27.35.111.48|Chrome|I see|5
824633724556|2012-02-21T14:31:37.772+0000|31.24.100.159|Firefox|right|5
824633724557|2012-02-21T14:00:01.860+0000|27.35.111.48|Chrome|About Gilbert du Motier, marquis de Lafayette, ion of 1830, LafAbout Paradorn |78
824633724558|2012-02-21T17:35:32.434+0000|31.24.100.159|Firefox|About Bruce Willis, tures featuring WAbout Charles Darwin, II–era concrete bAbou|80
343597387436|2010-12-02T02:16:16.757+0000|190.84.38.194|Opera|thx|3
343597387437|2010-12-02T00:42:41.553+0000|27.35.111.48|Chrome|yes|3
343597387438|2010-12-02T00:32:37.053+0000|27.35.111.48|Chrome|maybe|5
343597387439|2010-12-02T14:50:20.384+0000|27.35.111.48|Chrome|good|4
343597387440|2010-12-02T02:59:53.895+0000|190.84.38.194|Opera|About Yasser Arafat, 0s and early 1970sAbout Robin Williams, porting Actor for About I |87
343597387441|2010-12-02T17:13:29.448+0000|27.35.111.48|Chrome|About Robin Williams, ademy Award for BAbout Bohemian Rhapsody, nally peaked at |80
343597387442|2010-12-02T04:38:34.675+0000|27.115.85.233|Internet Explorer|I see|5
343597387443|2010-12-03T16:09:27.931+0000|27.35.111.48|Chrome|About Charles Gounod,  18 October 18About Robin Williams, ce 1980. He woAbout Ladi|82
343597387444|2010-12-02T11:34:17.635+0000|27.35.111.48|Chrome|yes|3
343597387445|2010-12-02T04:37:56.337+0000|190.84.38.194|Opera|LOL|3
343597387446|2010-12-03T00:16:19.259+0000|190.84.38.194|Opera|thanks|6
343597387447|2010-12-03T20:13:38.513+0000|27.100.28.190|Chrome|thanks|6
343597387448|2010-12-02T20:34:51.834+0000|190.84.38.194|Chrome|cool|4
343597387449|2010-12-02T00:36:15.896+0000|190.84.38.194|Opera|roflol|6
343597387458|2010-11-21T20:52:53.566+0000|27.115.85.233|Internet Explorer|About Franz Kafka, nguage. KafkAbout Alexander Pushkin,  a total of About Johnny|80
343597387459|2010-11-21T21:40:02.465+0000|27.35.111.48|Chrome|thx|3
343597387460|2010-11-21T23:28:12.879+0000|27.115.85.233|Internet Explorer|no|2
343597387461|2010-11-21T22:16:00.759+0000|27.100.28.190|Chrome|good|4
343597387462|2010-11-22T17:55:05.281+0000|27.35.111.48|Chrome|fine|4
343597387463|2010-11-22T03:43:26.322+0000|190.84.38.194|Opera|About Franz Kafka, hibition devAbout Johnny Cash, sts, and recAbout Johnny Merc|79
343597387464|2010-11-22T08:20:29.200+0000|27.100.28.190|Chrome|maybe|5
343597387465|2010-11-21T14:49:12.199+0000|27.100.28.190|Chrome|About Alexander Pushkin, ith the ChevaliAbout Simón Bolívar, 1550 to 1570. WAbout Saddam|88
343597387466|2010-11-22T05:20:38.751+0000|27.100.28.190|Chrome|maybe|5
343597387467|2010-11-21T21:01:25.815+0000|27.115.85.233|Internet Explorer|right|5
343597387468|2010-11-21T20:56:52.087+0000|27.100.28.190|Chrome|duh|3
343597387469|2010-11-22T11:34:26.428+0000|27.115.85.233|Internet Explorer|About Franz Kafka, -Hungarian About Johnny Cash, reer, spannAbout I Drove All Night,  |86
343597387470|2010-11-21T17:26:24.518+0000|27.115.85.233|Internet Explorer|About Alexander Pushkin,  many to be theAbout Agatha Christie, Mystery WritersAbout Georg|89
343597387471|2010-11-21T21:15:29.803+0000|190.84.38.194|Opera|About Franz Kafka, ains a permanent eAbout Jules Verne, invented, and befoAbout Alexander Pushkin,  to seduce the poeAbout Johnny Mercer, d |140
824633724625|2012-02-11T18:27:12.847+0000|27.115.85.233|Internet Explorer|About Friedrich Schiller, iller encouraged Goethe to finish works he About Christopher Columbus, Republic of Genoa, in what is today northweAbout Tiberius, on of Octavian|170
824633724626|2012-02-11T18:54:21.103+0000|190.84.38.194|Opera|great|5
824633724627|2012-02-12T01:17:08.293+0000|193.136.95.244|Firefox|About Franz Kafka, ungarian Empire. About Friedrich Schiller, – 9 May 1805) wasAb|81
824633724628|2012-02-12T01:37:28.198+0000|196.29.42.107|Firefox|LOL|3
824633724629|2012-02-12T01:29:13.816+0000|192.190.31.253|Chrome|About Word of Mouf, y the Recording Industry About Norway,  the Arctic arc|74
412316864215|2011-02-12T06:30:16.579+0000|213.150.181.93|Chrome|thx|3
412316864216|2011-02-12T04:31:51.818+0000|190.84.38.194|Opera|About 14th Dalai Lama, government controlling an area roughly corresponding to the|82
412316864217|2011-02-12T04:55:56.926+0000|27.35.111.48|Chrome|fine|4
412316864218|2011-02-12T16:34:24.090+0000|190.84.38.194|Opera|LOL|3
412316864219|2011-02-12T06:39:01.529+0000|190.84.38.194|Opera|cool|4
412316864220|2011-02-12T18:38:24.245+0000|27.115.85.233|Internet Explorer|great|5
412316864221|2011-02-12T12:43:19.401+0000|27.115.85.233|Internet Explorer|thanks|6
412316864222|2011-02-12T03:25:54.232+0000|193.136.95.244|Firefox|About Franz Kafka, e has become part of the English laAbout Friedrich Schiller, iendship with already f|103
412316864223|2011-02-12T13:51:06.306+0000|193.136.95.244|Firefox|no way!|7
412316864224|2011-02-12T16:04:08.576+0000|27.35.111.48|Internet Explorer|About 14th Dalai Lama, h has consolidated control over the other liAbout Slobodan Miloš|87
412316864225|2011-02-12T23:56:44.175+0000|27.115.85.233|Internet Explorer|right|5
412316864226|2011-02-12T17:00:40.397+0000|27.100.28.190|Chrome|thx|3
412316864227|2011-02-12T00:49:11.028+0000|190.84.38.194|Opera|About Ottoman Empire, e outskirts of Vienna, Royal Hungary and the Polish–Lithuanian Commo|90
412316864228|2011-02-13T00:45:44.660+0000|190.84.38.194|Opera|About Philip Glass,  repetitive structures. Though his early maAbout 14th Dalai Lama,|85
412316864229|2011-02-12T09:27:30.688+0000|193.136.95.244|Firefox|About Friedrich Schiller, sues concerning aesthetics, and Schiller eAbout Federico|82
412316864230|2011-02-12T03:30:06.848+0000|27.115.85.233|Internet Explorer|About Kazakhstan, uding the United Nations, the Euro-Atlantic Partnership C|75
412316864231|2011-02-12T11:58:31.029+0000|91.199.201.253|Chrome|I see|5
412316864232|2011-02-13T09:32:17.196+0000|27.35.111.48|Chrome|About Mickey Rooney, oney (born Joseph Yule, Jr. ; is an AmericanAbout 14th Dalai Lama,|87
412316864233|2011-02-12T17:58:18.948+0000|27.115.85.233|Internet Explorer|About George Bernard Shaw, omoting healthy lifestyles. For a short time he was active |86
412316864234|2011-02-13T18:30:06.737+0000|27.35.111.48|Chrome|About Philip Glass,  Schubert, Johann Sebastian Bach and Wolfgang Amadeus Mozart with NadiaAbout She Loves You, e credited as McCartney–Lenno|141
343597387500|2010-11-16T01:04:03.807+0000|27.35.111.48|Chrome|About George I of Great Britain, itish throne. George, however, was Anne's closest liviAbout Get Back,  closing track of Let It Be (1970), which was the BeatAbo|160
343597387501|2010-11-16T15:25:16.183+0000|27.35.111.48|Chrome|I see|5
343597387502|2010-11-16T17:37:39.500+0000|27.100.28.190|Chrome|ok|2
343597387503|2010-11-16T13:46:33.761+0000|27.100.28.190|Chrome|yes|3
343597387504|2010-11-16T00:29:28.107+0000|27.35.111.48|Chrome|ok|2
274877910770|2010-10-22T03:02:42.138+0000|190.84.38.194|Opera|ok|2
274877910771|2010-10-22T07:46:08.120+0000|27.100.28.190|Chrome|roflol|6
274877910772|2010-10-22T03:57:52.765+0000|190.84.38.194|Opera|cool|4
412316864246|2011-01-18T03:18:33.228+0000|27.115.85.233|Internet Explorer|thx|3
412316864247|2011-01-18T00:32:41.249+0000|27.100.28.190|Chrome|thanks|6
412316864248|2011-01-18T01:19:48.150+0000|27.100.28.190|Chrome|thx|3
412316864249|2011-01-18T08:32:17.951+0000|27.115.85.233|Internet Explorer|no|2
893353201403|2012-05-03T08:45:56.778+0000|193.136.95.244|Firefox|thx|3
893353201404|2012-05-02T23:25:04.540+0000|27.35.111.48|Chrome|right|5
824633725016|2012-01-13T02:21:48.192+0000|91.191.192.127|Firefox|thanks|6
824633725017|2012-01-13T04:21:55.261+0000|91.191.192.127|Firefox|maybe|5
824633725018|2012-01-12T10:51:59.287+0000|91.191.192.127|Firefox|yes|3
824633725019|2012-01-12T22:05:43.987+0000|49.33.127.55|Chrome|About J. R. R. Tolkien, cted body of tales, poems, fictional historiAbout Afghanistan, |87
824633725020|2012-01-13T03:48:49.805+0000|31.170.121.115|Internet Explorer|no way!|7
824633725021|2012-01-12T12:27:22.999+0000|49.33.127.55|Chrome|About Benny Goodman, . Goodman continued to perform to nearly the end of his life, incl|87
824633725022|2012-01-13T12:26:52.084+0000|49.33.127.55|Chrome|duh|3
824633725025|2012-01-09T22:36:31.994+0000|91.191.192.127|Firefox|ok|2
824633725026|2012-01-09T19:18:13.326+0000|49.33.127.55|Chrome|good|4
824633725027|2012-01-09T21:44:22.058+0000|49.33.127.55|Chrome|no|2
824633725028|2012-01-10T10:47:09.777+0000|31.170.121.115|Internet Explorer|roflol|6
824633725029|2012-01-10T08:25:37.871+0000|49.33.127.55|Chrome|ok|2
824633725030|2012-01-09T20:31:50.601+0000|31.170.121.115|Internet Explorer|About J. R. R. Tolkien,  published works of fantasy before TolkiAbout Darfur, w|79
824633725031|2012-01-10T08:56:37.038+0000|91.191.192.127|Firefox|About J. R. R. Tolkien, Arda, and Middle-earth witAbout Thomas Jefferson, h|75
824633725032|2012-01-09T20:50:37.606+0000|91.191.192.127|Firefox|no way!|7
824633725033|2012-01-10T07:54:52.097+0000|49.33.127.55|Chrome|thanks|6
824633725034|2012-01-10T01:45:12.222+0000|61.4.110.65|Chrome|fine|4
824633725035|2012-01-10T09:44:22.166+0000|49.33.127.55|Chrome|ok|2
824633725036|2012-01-11T03:16:09.996+0000|49.33.127.55|Chrome|duh|3
824633725037|2012-01-10T06:49:48.214+0000|31.170.121.115|Internet Explorer|fine|4
824633725038|2012-01-10T09:55:17.519+0000|49.33.127.55|Chrome|fine|4
687194771573|2011-10-12T11:05:09.820+0000|31.170.121.115|Internet Explorer|About Benny Goodman,  Carnegie Hall in New York CAbout The Revolution Will Not Be |82
1030792155645|2012-08-14T16:48:00.642+0000|27.4.90.237|Internet Explorer|right|5
1030792155647|2012-07-18T09:22:02.599+0000|148.235.131.43|Chrome|thanks|6
1030792155648|2012-07-17T20:15:12.554+0000|14.103.173.183|Internet Explorer|maybe|5
1030792155649|2012-07-17T19:35:21.952+0000|148.204.226.31|Chrome|About Jean-Baptiste Lamarck, inheritance, Lamarckism or usAbout Shop Around, 4034. I|84
1030792155650|2012-07-18T05:27:19.788+0000|77.245.239.11|Firefox|great|5
1030792155651|2012-07-18T05:48:03.146+0000|1.2.2.77|Firefox|great|5
1030792155652|2012-07-17T11:32:06.505+0000|85.159.30.82|Chrome|thx|3
1030792155653|2012-07-18T02:36:08.707+0000|196.29.42.107|Firefox|About Jean-Baptiste Lamarck, ccordance with naturaAbout Virgil, de and deep infl|80
1030792155654|2012-07-18T22:23:21.430+0000|31.192.109.124|Internet Explorer|ok|2
1030792155655|2012-07-18T02:01:21.079+0000|148.204.226.31|Chrome|LOL|3
1030792155656|2012-07-17T22:58:40.971+0000|85.159.30.82|Chrome|yes|3
1030792155657|2012-07-18T02:51:11.230+0000|31.192.109.124|Internet Explorer|no way!|7
1030792155658|2012-07-17T11:24:30.979+0000|27.116.33.147|Safari|no|2
1030792155660|2012-07-18T01:15:30.197+0000|85.159.30.82|Firefox|great|5
1030792155661|2012-07-17T22:55:01.937+0000|103.1.176.97|Safari|About Judy Davis, areer. She has won many acting awards, incluAbout Henri Matisse, iet|86
1030792155662|2012-07-17T23:02:43.341+0000|1.2.2.77|Firefox|thx|3
1030792155663|2012-07-17T21:49:22.387+0000|31.24.100.159|Firefox|LOL|3
1030792155664|2012-07-18T02:27:05.984+0000|103.1.6.79|Internet Explorer|great|5
1030792155665|2012-07-17T20:49:54.457+0000|46.18.61.189|Opera|About Mustafa Kemal Atatürk, d and secular nation-state. The principles of Atatür|81
1030792155666|2012-07-18T07:21:36.633+0000|27.4.90.237|Internet Explorer|About Henri Matisse, in the plastic arts in the opening decades oAbout Nero,  on diplo|86
1030792155667|2012-07-17T23:44:34.646+0000|1.2.2.77|Firefox|About Judy Davis, FTA and seven AFI Awards. She has also been nAbout Agatha Christie, d t|89
1030792155668|2012-07-18T14:28:32.015+0000|148.204.226.31|Internet Explorer|About Tang Dynasty, erally regarded as a high point in Chinese civilization—equal to, or surpassing that of, the earlier Han Dynasty—a golden age of cosmopolitan culture. Its |175
618475295254|2011-08-12T21:45:29.251+0000|196.29.42.107|Firefox|About Victor Hugo,  stand particulaAbout Giacomo Puccini, hen-contemporaryAbout Ne-Yo, t a|90
618475295255|2011-08-13T05:02:02.658+0000|203.215.63.48|Firefox|right|5
618475295256|2011-08-13T17:55:32.711+0000|148.204.226.31|Chrome|fine|4
618475295257|2011-08-12T20:51:56.422+0000|148.235.131.43|Chrome|LOL|3
618475295258|2011-08-13T20:44:50.993+0000|1.2.2.77|Firefox|LOL|3
618475295259|2011-08-12T21:48:06.950+0000|148.204.226.31|Chrome|I see|5
618475295260|2011-08-13T10:15:38.989+0000|148.204.226.31|Chrome|yes|3
618475295261|2011-08-13T06:01:45.060+0000|148.204.226.31|Chrome|no way!|7
618475295262|2011-08-13T13:03:20.942+0000|148.235.131.43|Chrome|thanks|6
618475295263|2011-08-13T08:26:51.233+0000|27.116.33.147|Safari|About Victor Hugo, passed; he became a passAbout Virginia Woolf, ring the interwar periodAbout Andrew Jackson, une 8, 1845) was the sevAbout |141
618475295264|2011-08-12T22:11:39.659+0000|1.2.2.77|Firefox|thanks|6
618475295265|2011-08-13T12:46:08.316+0000|1.2.2.77|Firefox|About Victor Hugo, s stand particuAbout Albert Einstein,  was in supportAbout Ne-Yo,|84
618475295266|2011-08-13T21:00:52.164+0000|1.2.2.77|Firefox|About Jane Austen, fast supporAbout Andrew Jackson, d the BritiAbout Ne-Yo,|75
618475295267|2011-08-13T21:05:32.816+0000|196.29.42.107|Firefox|fine|4
618475295268|2011-08-13T10:35:34.469+0000|61.247.235.24|Firefox|no way!|7
618475295269|2011-08-12T22:42:41.813+0000|203.215.63.48|Firefox|no|2
618475295270|2011-08-13T02:29:14.427+0000|148.204.226.31|Chrome|About Judy Davis, on for her role as the fiery About Victor Hugo, nged as the decades passed; hAbout Muhammad Ali Jinnah, elf-governing India. Jinnah lAbout Ne-Yo, Artist|170
618475295271|2011-08-12T20:49:18.983+0000|91.223.132.248|Internet Explorer|About Augustine of Hippo, ugustine, or St. Augustine theAbout Judy Davis, iniseries Life with Judy GarlaAbout Ten Tho|117
618475295272|2011-08-13T01:30:58.524+0000|196.29.42.107|Firefox|thanks|6
618475295273|2011-08-14T01:04:32.403+0000|14.103.173.183|Internet Explorer|cool|4
549755818552|2011-06-28T06:07:55.258+0000|46.18.61.189|Opera|duh|3
549755818553|2011-06-28T04:00:33.344+0000|103.1.176.97|Safari|About Welcome to Wherever You Are, in recent memory... It rocks, and listed it as one of|88
549755818554|2011-06-28T18:10:55.888+0000|14.103.173.183|Internet Explorer|About 50 Cent, xth-best artist of the 2000s by Billboard magazine. The maga|75
549755818555|2011-06-28T04:00:09.818+0000|203.215.63.48|Firefox|LOL|3
549755818556|2011-06-28T05:33:31.976+0000|103.1.176.97|Safari|good|4
549755818557|2011-06-28T05:11:11.722+0000|103.1.176.97|Safari|right|5
549755818558|2011-06-28T06:54:26.301+0000|103.1.176.97|Safari|great|5
893353202256|2012-03-23T03:43:38.430+0000|148.204.226.31|Chrome|duh|3
893353202257|2012-03-23T12:42:27.680+0000|31.170.121.115|Internet Explorer|great|5
893353202258|2012-03-23T13:02:15.370+0000|61.247.235.24|Firefox|I see|5
893353202259|2012-03-22T16:19:59.124+0000|103.1.6.79|Internet Explorer|yes|3
893353202260|2012-03-22T15:19:22.321+0000|1.2.2.77|Firefox|About South Vietnam, s can be traced to the FreAbout Arthur Miller, a and the Prince of AsturiAbout Muhammad, the beginning of the IslamAbout Vapor Trails,|155
893353202261|2012-03-23T13:10:29.660+0000|148.204.226.31|Chrome|duh|3
893353202262|2012-03-22T15:56:46.056+0000|46.18.61.189|Opera|thx|3
893353202263|2012-03-22T21:46:04.063+0000|46.18.61.189|Opera|I see|5
893353202264|2012-03-22T19:25:04.168+0000|85.159.30.82|Chrome|About Thomas Aquinas, egional accrediting boardAbout Lebanon, , is a country in the EasAbout Costa Rica, ental Performance Index. About My Sharona, rd Hot 100 singles chart|172
893353202265|2012-03-23T06:16:37.873+0000|61.16.136.118|Chrome|right|5
893353202266|2012-03-22T14:58:56.034+0000|196.29.42.107|Firefox|no way!|7
893353202267|2012-03-22T15:42:23.723+0000|31.170.121.115|Internet Explorer|About Snoop Dogg, ned with No Limit RecorAbout Saudi Arabia, لسعودية‎ as-Su‘ūdīyah oAbout|89
893353202268|2012-03-22T19:46:34.302+0000|27.4.90.237|Internet Explorer|About Thomas Aquinas, Angeles. It offeAbout Costa Rica, ica, which meansAbout Georgian Soviet Socialist Republic, ch gained autonoAbout O|137
893353202269|2012-03-22T21:11:21.955+0000|196.29.42.107|Firefox|maybe|5
687194772063|2011-10-22T22:44:13.752+0000|101.96.12.162|Firefox|no|2
687194772064|2011-10-23T16:55:35.755+0000|46.18.61.189|Opera|roflol|6
687194772065|2011-10-22T21:59:58.015+0000|148.235.131.43|Chrome|About Shakira, e she won thAbout Joe Strummer, ll of Fame iAbout Diana, Princess of Wales|89
687194772066|2011-10-23T00:57:27.003+0000|27.4.90.237|Internet Explorer|I see|5
687194772067|2011-10-22T21:29:37.795+0000|61.247.235.24|Firefox|great|5
687194772068|2011-10-23T00:11:59.477+0000|1.2.2.77|Firefox|About Shakira, d after he About Joe Strummer, . Strummer'About Diana, Princess of Wale|86
687194772069|2011-10-23T03:15:08.672+0000|61.247.235.24|Firefox|About Fidel Castro, came CommanderAbout Diana, Princess of Wales, other charitieAbo|83
687194772070|2011-10-22T21:02:23.455+0000|101.96.12.162|Firefox|right|5
893353202280|2012-03-20T23:21:30.427+0000|148.235.131.43|Chrome|great|5
893353202281|2012-03-20T20:47:05.769+0000|61.16.136.118|Chrome|great|5
893353202282|2012-03-20T20:23:04.228+0000|103.1.176.97|Safari|maybe|5
893353202283|2012-03-20T20:18:58.669+0000|14.103.173.183|Internet Explorer|About Ivan Ljubičić,  Relying heavily on hAbout England, e Treaty of Union theAbou|82
893353202284|2012-03-21T18:50:42.889+0000|31.24.100.159|Firefox|ok|2
893353202285|2012-03-21T00:16:19.600+0000|31.41.207.79|Firefox|maybe|5
893353202286|2012-03-20T20:17:50.935+0000|103.1.6.79|Internet Explorer|fine|4
893353202287|2012-03-20T20:28:47.219+0000|61.16.136.118|Chrome|no way!|7
893353202288|2012-03-21T19:19:09.814+0000|202.52.231.156|Internet Explorer|About Oliver Stone, . He won further atteAbout England, it takes its name froAbout|82
893353202289|2012-03-21T22:54:27.164+0000|14.103.173.183|Internet Explorer|About William Penn, m Penn, founder of the Province of PennAbout Elvis: As R|76
893353202290|2012-03-21T23:07:38.959+0000|101.96.12.162|Firefox|roflol|6
893353202291|2012-03-20T20:58:53.236+0000|31.192.109.124|Internet Explorer|About Ivan Ljubičić, ver to defeat Bob anAbout Steven Spielberg, ollywood bl|76
893353202292|2012-03-22T00:50:17.367+0000|203.215.63.48|Firefox|thx|3
893353202293|2012-03-22T14:49:25.733+0000|103.1.176.97|Safari|no way!|7
893353202294|2012-03-21T04:17:37.706+0000|61.16.136.118|Chrome|no|2
893353202295|2012-03-22T03:30:43.718+0000|148.235.131.43|Chrome|roflol|6
687194772089|2011-10-22T03:14:58.042+0000|61.247.235.24|Firefox|ok|2
687194772090|2011-10-22T03:32:48.008+0000|101.96.12.162|Firefox|great|5
